Наименование эмитента; ИНН эмитента; Государственный регистрационный номер выпуска; Дата государственной регистрации выпуска; Вид ценной бумаги (государственная облигация, облигация, акция, биржевая облигация, пай); Торговая площадка; ИНН торговой площадки; Код ЦБ на торговой площадке; ISIN; Оставшаяся непогашенной часть номинала ЦБ; Валюта номинала; Дата погашения ЦБ; Размер государственных гарантий по ценной бумаге (для ипотечных ценных бумаг); Дата начала размещения выпуска; Дата окончания размещения выпуска; Дата регистрации отчета об итогах выпуска; Рыночная цена, рассчитываемая в соответствии с постановлением ФСФР №10-65/пз-н от 09.11.2010г.; Рыночная цена, рассчитываемая в соответствии с (Приказ ФСФР от 26.12.2006 N 06-155/пз-н); Признаваемая котировка ЦБ (Постановление ФСФР № 05-21/пз-н от 15.06.2005); Рыночная стоимость всех ЦБ данного выпуска (Постановление ФСФР №10-65/пз-н от 09.11.2010г.); НКД; Объем сделок, по которым был произведен расчет рыночной цены ценной бумаги (Приказ ФСФР от 26.12.2006 N 06-155/пз-н); Минимальная цена рыночной сделки; Максимальная цена рыночной сделки; Средневзвешенная цена; Доходность к погашению; Отчетная дата; Дата предоставления информации; Режим торгов; Количество ценных бумаг в выпуске; Количество размещенных ценных бумаг выпуска; Общий объем эмиссии в валюте номинала; Цена последней сделки; Цена закрытия; Дюрация, дней; Цена спроса на момент окончания торговой сессии; Дата ближайшей оферты по облигациям
ТомскОб 55;7000000885;RU34055TMS0;18.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW1K9;RU000A0JW1K9;1000;RUR;19.06.2023;0;28.12.2015;;28.12.2015;0;0;0;0;19,53;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;7000000;7000000;7000000000;0;0;0;0;
ГТЛК БО-07;7720261827;4B02-07-32432-H;04.09.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW1P8;RU000A0JW1P8;1000;RUR;16.12.2025;0;29.12.2015;16.12.2025;29.12.2015;1050,4;1050,4;1052,3999999999998;4201600000,0000005;28,69;15226609,4;1050;1056,5;1050;11,01;07.09.2016;08.09.2016;EQOB;4000000;4000000;4000000000;1052,5;1052,3999999999998;430;1052,3999999999998;29.12.2017
iУОМЗ БО-3;6672315362;4B02-03-55470-E;09.04.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW1T0;RU000A0JW1T0;1000;RUR;25.12.2018;0;29.12.2015;25.12.2018;29.12.2015;1036;0;1036;2072000000;27,72;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2000000;2000000;2000000000;0;1036;728;948,3;
РСХБ 27;7725114488;42703349B;24.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW1V6;RU000A0JW1V6;1000;RUR;21.12.2021;0;29.12.2015;21.12.2021;29.12.2015;0;0;0;0;25,03;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;0;0;600,3;
РСХБ 28;7725114488;42803349B;24.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW1Z7;RU000A0JW1Z7;1000;RUR;22.12.2021;0;30.12.2015;22.12.2021;30.12.2015;0;0;0;0;24,68;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;0;0;600,3;
РегИнв Б02;7733753865;4B02-02-36446-R;25.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW2R2;RU000A0JW2R2;1000;RUR;12.01.2021;0;19.01.2016;12.01.2021;19.01.2016;1001,4;1001,5;1001,3;10014000000;17,81;10695486;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1001,3;132;999;20.01.2017
ПКБ 07;2723115222;4-07-32831-F;29.01.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW2T8;RU000A0JW2T8;1000;RUR;16.01.2019;0;20.01.2016;16.01.2019;20.01.2016;0;0;1000;0;20,14;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;1000000;350000;1000000000;0;1000;0;0;
ИА АкБар2А;7743103136;4-02-36493-R;24.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW316;RU000A0JW316;879,95;RUR;15.10.2047;0;22.01.2016;15.10.2047;22.01.2016;879,95;0;879,95;9071274317,4;13,02;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10308852;10308852;9071274317,4;0;879,95;38;528,233985;
РГСНдвБOП2;7714311519;4B02-02-36440-R-001P;18.01.2016;об;ОАО Московская Биржа;7703507076;RU000A0JW373;RU000A0JW373;1000;RUR;19.01.2021;0;26.01.2016;19.01.2021;26.01.2016;1000;0;1000,6999999999999;3000000000;14,73;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1000,6999999999999;139;0;27.01.2017
ВертолетБ1;7731559044;4B02-01-12310-A;08.11.2013;об;ОАО Московская Биржа;7703507076;RU000A0JW3A6;RU000A0JW3A6;1000;RUR;15.01.2026;0;28.01.2016;15.01.2026;28.01.2016;0;0;1010;0;13,37;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1010;0;974;19.01.2023
ВТОРРЕС Б1;7813510515;4B02-01-05287-D;26.03.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW3R0;RU000A0JW3R0;1000;RUR;01.02.2019;0;05.02.2016;01.02.2019;05.02.2016;999,8000000000001;0;996;399920000;9,95;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;400000;400000;400000000;0;996;149;993;07.02.2017
ПраймФ БО2;7706687807;4B02-02-36424-R;10.12.2014;об;ОАО Московская Биржа;7703507076;RU000A0JW4F3;RU000A0JW4F3;1000;RUR;02.02.2026;0;;02.02.2026;16.02.2015;1000;1000;1000;5000000000;8,19;503000;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;0;5000000000;0;1000;159;0;16.02.2017
ТатфондБ17;1653016914;4B021703058B;09.10.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW4N7;RU000A0JW4N7;1000;RUR;03.02.2026;0;16.02.2016;03.02.2026;16.02.2016;1000;1000;1000;2000000000;8,72;23903013;1000;1001;1000;15,01;07.09.2016;08.09.2016;EQOB;2000000;2000000;2000000000;1000;1000;160;981,2;21.02.2017
АбсолБO1P2;7736046991;4B020202306B001P;10.02.2016;об;ОАО Московская Биржа;7703507076;RU000A0JW506;RU000A0JW506;1000;RUR;17.02.2019;0;17.02.2016;17.02.2019;17.02.2016;0;0;0;0;6,33;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;1500000;1500000;1500000000;0;0;0;0;18.09.2016
ТрансФБО42;7708797192;4B02-42-50156-A;29.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JW5B9;RU000A0JW5B9;1000;RUR;06.02.2026;0;19.02.2016;06.02.2026;19.02.2016;0;0;0;0;6,77;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2500000;1000000;2500000000;0;0;0;0;24.02.2017
НорНик БО5;8401005730;4B02-05-40155-F;12.02.2014;об;ОАО Московская Биржа;7703507076;RU000A0JW5C7;RU000A0JW5C7;1000;RUR;06.02.2026;0;19.02.2016;06.02.2026;19.02.2016;0;0;1000;0;6,04;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;15000000;15000000;15000000000;0;1000;0;1001,5;12.02.2021
ПКТ 02;7805113497;4-02-03924-J;03.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW5E3;RU000A0JW5E3;1000;RUR;06.02.2026;0;19.02.2016;06.02.2026;19.02.2016;1058,5;1058,4;1061,5;5292500000;6,82;349226839,5;1061,5;1061,5;1061,5;11,61;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1061,5;1061,5;1281;1050;17.02.2021
МЕТАЛИНБ07;7705392230;4B02-07-25642-H;23.05.2013;об;ОАО Московская Биржа;7703507076;RU000A0JW5H6;RU000A0JW5H6;1000;RUR;12.02.2026;0;25.02.2016;12.02.2026;25.02.2016;0;0;1000;0;4,24;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1000;0;650;16.02.2023
РусфинБО12;5012003647;4B021201792B;29.03.2013;об;ОАО Московская Биржа;7703507076;RU000A0JW5J2;RU000A0JW5J2;1000;RUR;26.02.2021;0;26.02.2016;26.02.2021;26.02.2016;1010;0;1010;5050000000;3,83;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1010;172;1000;01.03.2017
ГПБ 2-ИП;7744001497;41800354B;29.01.2016;об;ОАО Московская Биржа;7703507076;RU000A0JW5K0;RU000A0JW5K0;1000;RUR;19.02.2021;0;26.02.2016;19.02.2021;26.02.2016;0;0;0;0;3,58;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;15000000;15000000;15000000000;0;0;0;600,3;24.05.2019
Магнит1P02;2309085638;4B02-02-60525-P-001P;24.02.2016;об;ОАО Московская Биржа;7703507076;RU000A0JW662;RU000A0JW662;1000;RUR;26.02.2018;0;29.02.2016;26.02.2018;29.02.2016;1024,8999999999998;1024,8;1025;10248999999,999998;2,76;10373502,6;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1025;509;1011;
ВЭБ ПБО1Р1;7750004150;4B02-01-00004-T-001P;25.02.2016;об;ОАО Московская Биржа;7703507076;RU000A0JW6P7;RU000A0JW6P7;1000;RUR;17.02.2025;0;29.02.2016;17.02.2025;29.02.2016;0;0;0;0;60,7;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;19575000;19575000;19575000000;0;0;0;601,1;
РГСНдвБOП3;7714311519;4B02-03-36440-R-001P;19.02.2016;об;ОАО Московская Биржа;7703507076;RU000A0JW795;RU000A0JW795;1000;RUR;25.02.2021;0;03.03.2016;25.02.2021;03.03.2016;1000;0;1000;2000000000;2,3;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2000000;2000000;2000000000;0;1000;173;0;07.03.2017
АвнгрдБ1Р1;7702021163;4B020102879B001P;26.02.2016;об;ОАО Московская Биржа;7703507076;RU000A0JW7D1;RU000A0JW7D1;1000;RUR;20.02.2026;0;04.03.2016;20.02.2026;04.03.2016;0;0;0;0;1,78;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;600000;600000;600000000;0;0;0;0;18.10.2016
Тойота 01;7750004136;40103470B;08.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW8E7;RU000A0JW8E7;1000;RUR;13.03.2019;0;10.03.2016;13.03.2019;10.03.2016;1015;1014,9;1015,5;3045000000;53,31;193202439,4;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1015,5;497;1000,1999999999999;19.03.2018
Спектр 01;6730064671;4-01-36475-R;02.06.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW8G2;RU000A0JW8G2;1000;RUR;12.03.2026;0;11.03.2016;12.03.2026;11.03.2016;1014,5999999999999;0;1015;3043799999,9999995;83,84;0;1015;1015;1015;13,18;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;1015;1015;185;1000;
ДиджИнвБ03;7722613390;4B02-03-36467-R;25.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JW8X7;RU000A0JW8X7;1000;RUR;08.03.2021;0;14.03.2016;08.03.2021;14.03.2016;1001,4;1001,5;1002;10014000000;66,68;10197767;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1002;175;999;15.09.2016
ИКС5ФинБО5;7715630469;4B02-05-36241-R;22.04.2013;об;ОАО Московская Биржа;7703507076;RU000A0JW9G0;RU000A0JW9G0;1000;RUR;09.03.2023;0;17.03.2016;09.03.2023;17.03.2016;1023,3;1023,3;1023;5116500000;51,96;42025499,7;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1023;648;1000;17.09.2018
ГПБ БО-21;7744001497;4B022100354B;12.11.2014;об;ОАО Московская Биржа;7703507076;RU000A0JW9R7;RU000A0JW9R7;1000;RUR;18.03.2019;0;18.03.2016;18.03.2019;18.03.2016;1005,1;1005,1;1005,5;5025500000;51,66;1173962;1005,5;1005,5;1005,5;10,03;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1005,5;1005,5;183;1001,1;21.03.2017
ИАМлторг2А;7704301871;4-03-36498-R;03.03.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWAT9;RU000A0JWAT9;936,48;RUR;15.12.2043;0;16.05.2016;15.12.2043;;0;0;0;0;22,2;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2805794;2805794;2627569965,12;0;0;0;0;
Инград 01;7702842787;4-01-15849-A;17.03.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWB42;RU000A0JWB42;1000;RUR;18.03.2026;0;30.03.2016;18.03.2026;30.03.2016;1000;0;1003;5000000000;61,75;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1003;21;999;04.04.2018
Держава 03;7729003482;40302738B;20.10.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWB59;RU000A0JWB59;1000;RUR;12.09.2025;0;22.04.2016;12.09.2025;25.03.2016;0;0;0;0;68,22;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;500000;500000;500000000;0;0;0;600,1;
ГазпрнефБ2;5504036333;4B02-02-00146-A;01.04.2010;об;ОАО Московская Биржа;7703507076;RU000A0JWB67;RU000A0JWB67;1000;RUR;16.02.2046;0;25.03.2016;16.02.2046;25.03.2016;1016,5999999999999;1016,5;1016;10166000000;48,44;10465339,5;1016;1016;1016;10,46;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1016;1016;1296;1012;23.03.2018
ГазпрнефБ7;5504036333;4B02-07-00146-A;01.04.2010;об;ОАО Московская Биржа;7703507076;RU000A0JWB75;RU000A0JWB75;1000;RUR;16.02.2046;0;25.03.2016;16.02.2046;25.03.2016;1015,9000000000001;1015,9000000000001;1017,5;15238500000,000001;48,44;47227958,4;1017;1017,5;1017;10,43;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;1017,5;1017,5;1296;1015;23.03.2018
ОбувьрусБ6;5407038230;4B02-06-16005-R;21.03.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWB83;RU000A0JWB83;2000000;RUR;22.03.2021;0;28.03.2016;22.03.2021;28.03.2016;0;0;0;0;54443,84;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;500;500;1000000000;0;0;0;0;01.04.2019
ИАВТБ-БМ2А;7743900702;4-02-81563-H;24.02.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWBA7;RU000A0JWBA7;852,28;RUR;02.03.2051;0;28.03.2016;02.03.2051;28.03.2016;0;0;0;0;1,08;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;6649218;6649218;5666995517,04;0;0;0;0;
МЕТАЛИНБ08;7705392230;4B02-08-25642-H;23.05.2013;об;ОАО Московская Биржа;7703507076;RU000A0JWBE9;RU000A0JWBE9;1000;RUR;17.03.2026;0;29.03.2016;17.03.2026;29.03.2016;1041,6;1041,3;1040,4;5208000000;48,6;21763648,9;1030;1040,4;1040,4;10,06;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1040,4;1040,4;1296;1044;26.03.2021
МЕТАЛИНБ02;7705392230;4B02-02-25642-H;23.05.2013;об;ОАО Московская Биржа;7703507076;RU000A0JWBF6;RU000A0JWBF6;1000;RUR;17.03.2026;0;29.03.2016;17.03.2026;29.03.2016;1044,8;1044,4;1048;10448000000;48,6;39429641,6;1046;1048;1047,2;9,87;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;1048;1048;1298;1044;26.03.2021
ЕврХол1P1R;7707710865;4B02-01-36383-R-001P;22.03.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWBH2;RU000A0JWBH2;1000;RUR;23.03.2021;0;29.03.2016;23.03.2021;29.03.2016;1044,1;1044,1;1043,8;15661499999,999998;55,92;414090104,8;1043,5;1048;1044,3000000000001;11,64;07.09.2016;08.09.2016;EQOB;15000000;15000000;15000000000;1043,5;1043,8;1254;1001;
СИБУРХол10;7727547261;4-10-65134-D;29.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWBK6;RU000A0JWBK6;1000;RUR;17.03.2026;0;29.03.2016;17.03.2026;29.03.2016;1046,7;1046,7;1047;10467000000;46,6;297377090;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1047;1310;1045;26.03.2021
Дельта17ИП;7705285534;41703338B;17.02.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWBN0;RU000A0JWBN0;1000;RUR;30.03.2019;0;30.03.2016;30.03.2019;30.03.2016;994,8000000000001;0;993;4974000000;19,98;0;993;993,1;993;11,34;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;993;993;814;993,1;
ПКТ 03;7805113497;4-03-03924-J;03.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWBP5;RU000A0JWBP5;1000;RUR;18.03.2026;0;30.03.2016;18.03.2026;30.03.2016;1038,1;0;1039;5190500000;55,14;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1039;1256;1030;29.03.2021
ИА ТКБ-2 А;7743107966;4-02-36494-R;24.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWC25;RU000A0JWC25;873,5;RUR;14.02.2047;0;05.04.2016;14.02.2047;05.04.2016;0;0;881,3615;0;6,32;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;4681859;4681859;4089603836,5;0;881,3615;0;529,4283499999999;
ЭлемЛизБО4;7706561875;4B02-04-36193-R;08.11.2013;об;ОАО Московская Биржа;7703507076;RU000A0JWC66;RU000A0JWC66;1000;RUR;30.03.2021;0;05.04.2016;30.03.2021;05.04.2016;995,4000000000001;993,7;990,5;1990800000,0000002;25,42;59632876,5;0;0;0;0;07.09.2016;08.09.2016;EQOB;2000000;2000000;2000000000;0;990,5;200;1000;11.04.2017
ИНГБ-БО1;7712014310;4B020102495B;28.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JWC74;RU000A0JWC74;1000;RUR;30.03.2021;0;05.04.2016;03.03.2021;05.04.2016;1012,2;0;1015;5061000000;18,32;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1015;527;1010,5;06.04.2018
РЖД БО-07;7708503727;4B02-07-65045-D;20.11.2009;об;ОАО Московская Биржа;7703507076;RU000A0JWC82;RU000A0JWC82;1000;RUR;25.03.2026;0;06.04.2016;25.03.2026;06.04.2016;1030,6;0;1033,5;20612000000;43,46;0;1033,5;1033,5;1033,5;9,38;07.09.2016;08.09.2016;EQOB;20000000;20000000;20000000000;1033,5;1033,5;1081;1030;08.04.2020
РусГидрБП4;2460066195;4B02-04-55038-E-001P;01.04.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWCB3;RU000A0JWCB3;1000;RUR;04.04.2019;0;07.04.2016;04.04.2019;07.04.2016;1023,9;1022,6999999999999;1024,8999999999998;15358500000;43,38;185523720;1023;1025;1025;9,44;07.09.2016;08.09.2016;EQOB;15000000;15000000;15000000000;1025;1024,8999999999998;815;1014,5;
СберБ БО17;7707083893;4B021701481B;10.01.2013;об;ОАО Московская Биржа;7703507076;RU000A0JWCD9;RU000A0JWCD9;1000;RUR;08.04.2021;0;08.04.2016;08.04.2021;08.04.2016;1013,7;1013,7;1013,9;10137000000;41,64;43282460;1013,9;1020;1013,9;9,23;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;1013,9;1013,9;528;1013,8;11.04.2018
Магнит1P03;2309085638;4B02-03-60525-P-001P;04.04.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWCF4;RU000A0JWCF4;1000;RUR;10.04.2018;0;12.04.2016;10.04.2018;12.04.2016;1013,5;0;1020;10135000000;42,98;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1020;527;990,1999999999999;
О'КЕЙ-Б06;7826087713;4B02-06-36415-R;13.08.2013;об;ОАО Московская Биржа;7703507076;RU000A0JWCK4;RU000A0JWCK4;1000;RUR;06.04.2021;0;12.04.2016;06.04.2021;12.04.2016;1026,7;1026,7;1027,3999999999998;5133500000;47,44;304945811,9;1020;1027,5;1024,8;10,6;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1027,3999999999998;1027,3999999999998;669;971,1;11.10.2018
АльфаБО-12;7728168971;4B021201326B;19.07.2012;об;ОАО Московская Биржа;7703507076;RU000A0JWCL2;RU000A0JWCL2;1000;RUR;12.04.2019;0;12.04.2016;12.04.2019;12.04.2016;1015,6;1015,6;1019;5078000000;43,18;332024858;1019;1019;1019;9,54;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1019;1019;529;1015;16.04.2018
ТМК БО-5;7710373095;4B02-05-29031-H;24.09.2013;об;ОАО Московская Биржа;7703507076;RU000A0JWCM0;RU000A0JWCM0;1000;RUR;01.04.2026;0;13.04.2016;01.04.2026;13.04.2016;1038,1;1038,1;1030;5190500000;52,36;76970038,2;1030;1037;1037;11,62;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1030;1030;795;1021;
ДиджИнвБ04;7722613390;4B02-04-36467-R;25.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWCP3;RU000A0JWCP3;1000;RUR;07.04.2021;0;13.04.2016;07.04.2021;13.04.2016;1001,4;1001,5;1001,5;10014000000;55,38;10254848;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1001,5;35;999;17.10.2016
ДиджИнвБ05;7722613390;4B02-05-36467-R;25.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWCU3;RU000A0JWCU3;1000;RUR;08.04.2021;0;14.04.2016;08.04.2021;14.04.2016;1001,4;1001,5;1001,5;10014000000;55;10365011;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1001,5;36;999;18.10.2016
ИнДевелБО1;7714933728;4B02-01-15857-A;25.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWCW9;RU000A0JWCW9;1000;RUR;02.04.2026;0;15.04.2016;02.04.2026;14.04.2016;1004,7;0;1005;668125500;60;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;700000;665000;700000000;0;1005;773;603,3;18.04.2019
ЗенитБО-08;7729405872;4B020803255B;31.03.2011;об;ОАО Московская Биржа;7703507076;RU000A0JWD40;RU000A0JWD40;1000;RUR;03.04.2026;0;15.04.2016;03.04.2026;15.04.2016;0;0;0;0;45,68;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;0;0;601,1;19.10.2016
РЖД БО-05;7708503727;4B02-05-65045-D;20.11.2009;об;ОАО Московская Биржа;7703507076;RU000A0JWD57;RU000A0JWD57;1000;RUR;03.04.2026;0;15.04.2016;03.04.2026;15.04.2016;0;0;0;0;40,92;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;0;0;0;14.04.2023
ДиджИнвБ06;7722613390;4B02-06-36467-R;25.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWD65;RU000A0JWD65;1000;RUR;09.04.2021;0;15.04.2016;09.04.2021;15.04.2016;1001,4;1001,5;1001,5;10014000000;54,62;10174732;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1001,5;37;999;19.10.2016
ДиджИнвБ07;7722613390;4B02-07-36467-R;25.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWD73;RU000A0JWD73;1000;RUR;09.04.2021;0;15.04.2016;09.04.2021;15.04.2016;1001,4;1001,5;1001,5;10014000000;54,62;10575312;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1001,5;37;999;19.10.2016
ОДК 02;7731644035;4-02-14045-A;11.01.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWDA3;RU000A0JWDA3;1000;RUR;17.04.2023;0;15.04.2016;17.04.2023;15.04.2016;0;0;0;0;34,96;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2569000;2569000;2569000000;0;0;0;0;
ОДК 03;7731644035;4-03-14045-A;11.01.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWDB1;RU000A0JWDB1;1000;RUR;26.06.2024;0;15.04.2016;26.06.2024;15.04.2016;0;0;0;0;23,63;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2927000;2927000;2927000000;0;0;0;0;
ОДК 04;7731644035;4-04-14045-A;11.01.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWDC9;RU000A0JWDC9;1000;RUR;24.04.2020;0;15.04.2016;24.04.2020;15.04.2016;0;0;0;0;31,78;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;21075920;21075920;21075920000;0;0;0;0;
РУСАЛБрБ01;3803100054;4B02-01-20075-F;23.08.2012;об;ОАО Московская Биржа;7703507076;RU000A0JWDN6;RU000A0JWDN6;1000;RUR;07.04.2026;0;19.04.2016;07.04.2026;19.04.2016;1014,0999999999999;1014,0999999999999;1013,6;10141000000;49,64;128521508,8;1011,8000000000001;1017,5;1014,0999999999999;12,56;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;1013,5;1013,6;801;1012,3000000000001;18.04.2019
ЕврХимБ1Р1;7721230290;4B02-01-31153-H-001P;12.04.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWDU1;RU000A0JWDU1;1000;RUR;19.04.2019;0;19.04.2016;19.04.2019;19.04.2016;1021,3;1021,3;1024;15319500000;40,95;389272851,6;1022,6999999999999;1024;1022,6999999999999;9,82;07.09.2016;08.09.2016;EQOB;15000000;15000000;15000000000;1024;1024;827;1021;
ГПБ БО-22;7744001497;4B022200354B;12.11.2014;об;ОАО Московская Биржа;7703507076;RU000A0JWE56;RU000A0JWE56;1000;RUR;21.04.2019;0;21.04.2016;21.04.2019;21.04.2016;1008;0;1008,5;5040000000;40,18;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1008,5;382;1005;24.10.2017
НДК БО-01;7715877096;4B02-01-76838-H;14.03.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWE64;RU000A0JWE64;1000;RUR;15.04.2021;0;21.04.2016;15.04.2021;21.04.2016;1000,6;0;1000,5;2001200000;60,93;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2000000;2000000;2000000000;0;1000,5;43;601,1999999999999;25.10.2016
РегИнв Б03;7733753865;4B02-03-36446-R;25.12.2015;об;ОАО Московская Биржа;7703507076;RU000A0JWE72;RU000A0JWE72;1000;RUR;15.04.2021;0;21.04.2016;15.04.2021;21.04.2016;1001,4;1001,5;1001,5;10014000000;52,36;10204779;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1001,5;43;999;25.10.2016
ТранснфБО5;7706061801;4B02-05-00206-A;15.03.2010;об;ОАО Московская Биржа;7703507076;RU000A0JWEB9;RU000A0JWEB9;1000;RUR;09.04.2026;0;21.04.2016;09.04.2026;21.04.2016;1027;1027;1031;17459000000;38,46;309762772,2;1031;1031;1031;9,47;07.09.2016;08.09.2016;EQOB;17000000;17000000;17000000000;1031;1031;1341;1031;19.04.2021
ПромСвКап1;7709501835;4-01-44790-H;14.04.2016;об;ОАО Московская Биржа;7703507076;RU000A0JWEC7;RU000A0JWEC7;1000;RUR;10.04.2026;0;22.04.2016;10.04.2026;22.04.2016;1000;0;1000;10000000000;49,15;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1000;44;999;24.04.2018
